vid,sample_name,fid,exp,iou
DOe5REXClL8_60000_70000,DOe5REXClL8_60000_70000_accordion_2,3,The object making a sound by being played by the man.,0.3770777818504435
topmJqYT-Ts_1000_11000,topmJqYT-Ts_1000_11000_saxophone_6,0,Generating shorter tones than the cello_the object sounded.,0.3773158884473741
topmJqYT-Ts_1000_11000,topmJqYT-Ts_1000_11000_saxophone_2,0,The sounding object on the left of the cello.,0.3803202662609651
puugfzdXYz4_30000_40000,puugfzdXYz4_30000_40000_bass_5,2,Near the sounding man_the sounding object stood.,0.3809440911362735
f0jKjIOFzAY_243000_253000,f0jKjIOFzAY_243000_253000_cello_2,1,The cello being held by the man on the right,0.3816205497032323
f0jKjIOFzAY_243000_253000,f0jKjIOFzAY_243000_253000_cello_5,1,The cello being held by the man to the right.,0.3826255589458812
dRa7aBGnStU_82000_92000,dRa7aBGnStU_82000_92000_handpan_4,1,The instrument being played by the man on the left_producing sound.,0.3828310182757668
topmJqYT-Ts_1000_11000,topmJqYT-Ts_1000_11000_saxophone_3,0,The object making shorter sound duration than the cello.,0.3832510939881708
f0jKjIOFzAY_243000_253000,f0jKjIOFzAY_243000_253000_cello_1,1,The object held by the woman.,0.3839188993095913
hYt2Qf438l8_40000_50000,hYt2Qf438l8_40000_50000_cello_1,0,The first object to make a sound.,0.3849463541826237
EnMdx6V5e6A_22000_32000,EnMdx6V5e6A_22000_32000_hair-dryer_3,0,The hair-dryer being held by the woman.,0.386492765851433
3v7QC6Bl_7E_2000_12000,3v7QC6Bl_7E_2000_12000_marimba_5,0,The entity manipulated by the man.,0.3866377025161828
EnMdx6V5e6A_22000_32000,EnMdx6V5e6A_22000_32000_hair-dryer_2,0,The object that keeps making sound at all times.,0.3872265394248935
CVA8LpBW3Sc_76000_86000,CVA8LpBW3Sc_76000_86000_cello_3,1,The object making a sound by being played by the person on the left.,0.3888448574655291
GG-PF_JxeW4_1640000_1650000,GG-PF_JxeW4_1640000_1650000_woman_1,0,The object making a sound by singing.,0.389800997069297
GG-PF_JxeW4_1640000_1650000,GG-PF_JxeW4_1640000_1650000_woman_4,0,The object generating sound through singing.,0.3905077749986032
puugfzdXYz4_30000_40000,puugfzdXYz4_30000_40000_man_2,1,The object making a sound by singing a song.,0.3923050787464778
CVA8LpBW3Sc_76000_86000,CVA8LpBW3Sc_76000_86000_cello_6,1,The object producing sound under the manipulation of the individual on the left.,0.3931630897118043
JrpAtKkqQ_A_12000_22000,JrpAtKkqQ_A_12000_22000_piano_4,0,The sounding entity to the right of the guitar.,0.3939284421112724
CVA8LpBW3Sc_76000_86000,CVA8LpBW3Sc_76000_86000_cello_2,1,The object making a sound by being played by the woman.,0.3993291363818864
aRSfqLxMISU_499000_509000,aRSfqLxMISU_499000_509000_cello_6,1,The sounding object to the right of the violin.,0.400099606846602
7pWa_kcAoMg_49000_59000,7pWa_kcAoMg_49000_59000_cello_5,1,The object being played by a woman.,0.402647119294107
zstao4nIPmU_250000_260000,zstao4nIPmU_250000_260000_man_5,0,The object emitting sound through speech.,0.4031490195861902
2wmxck5D9Vw_102000_112000,2wmxck5D9Vw_102000_112000_cello_6,1,The entity manipulated by the person on the right.,0.4036125778456702
dVa49WwXzr8_1023000_1033000,dVa49WwXzr8_1023000_1033000_harp_3,0,The object making a sound by being played by the woman.,0.4078543957354513
oVK2QsKq8ak_186000_196000,oVK2QsKq8ak_186000_196000_ukulele_6,2,The object held by the man.,0.4079153354595365
oVK2QsKq8ak_186000_196000,oVK2QsKq8ak_186000_196000_ukulele_3,2,The object was held by the man.,0.4083457484727475
oVK2QsKq8ak_186000_196000,oVK2QsKq8ak_186000_196000_ukulele_2,2,The object making a sound by being played by the man.,0.4083497608580873
S_NJKy7Aoto_266000_276000,S_NJKy7Aoto_266000_276000_sitar_1,0,The sounding object on the right of the tabla.,0.4087042194918595
EuU2PWB1t2g_20000_30000,EuU2PWB1t2g_20000_30000_cello_1,1,The sounding cello.,0.4095136995774062
2wmxck5D9Vw_102000_112000,2wmxck5D9Vw_102000_112000_cello_5,1,The entity manipulated by the man.,0.4097849357231126
mqB05HNR03g_630000_640000,mqB05HNR03g_630000_640000_table_2,0,The object near the sounding women.,0.4117074378756369
iSBtK1T10Ew_415000_425000,iSBtK1T10Ew_415000_425000_piano_4,3,The sounding object positioned behind the flute.,0.4165758399262967
RMF6sp6tWHM_100000_110000,RMF6sp6tWHM_100000_110000_couch_6,1,The object sat upon by the man.,0.4175597132772905
EKM1wu2vXy4_26000_36000,EKM1wu2vXy4_26000_36000_ukulele_1,1,The object making the longest sound duration.,0.4183059334392141
zstao4nIPmU_250000_260000,zstao4nIPmU_250000_260000_man_2,0,The object making a sound by speaking.,0.4185151041764429
LOFX2UVozf8_80000_90000,LOFX2UVozf8_80000_90000_couch_1,0,The couch sat by a man.,0.4185889208183523
FHSoSamzdAY_845000_855000,FHSoSamzdAY_845000_855000_guitar_5,1,The object being played by the man on the left_producing sound.,0.4236724630702023
dUcOkRkz6bA_387000_397000,dUcOkRkz6bA_387000_397000_man_3,6,The object making a sound by singing.,0.4243815524565922
RMF6sp6tWHM_100000_110000,RMF6sp6tWHM_100000_110000_couch_1,1,The black couch.,0.4267629502269258
LdB5pW9c_N4_477000_487000,LdB5pW9c_N4_477000_487000_tabla_1,1,The sounding object far from the sitar.,0.4270884785645795
PL-qv34uGz4_110000_120000,PL-qv34uGz4_110000_120000_vacuum-cleaner_5,0,The perpetually sounding object.,0.4273550180257528
FHSoSamzdAY_845000_855000,FHSoSamzdAY_845000_855000_guitar_2,1,The object making a sound by being played by the man on the left.,0.4292442627437123
RMF6sp6tWHM_100000_110000,RMF6sp6tWHM_100000_110000_couch_3,1,The object being sat by the man.,0.4335623740757682
ehlPuuiNEd8_376000_386000,ehlPuuiNEd8_376000_386000_guzheng_6,2,The sounding item near the pipa.,0.4345076590083853
9xp46AwF9BY_38000_48000,9xp46AwF9BY_38000_48000_violin_6,6,The object being played by the man on the left.,0.434713777865755
dVa49WwXzr8_1023000_1033000,dVa49WwXzr8_1023000_1033000_harp_1,0,The object making a sound by being played by the player seated.,0.4350565686450965
Pe1LuVFTczE_106000_116000,Pe1LuVFTczE_106000_116000_guitar_5,0,The entity producing sound through being played by the man.,0.4356664638637459
PL-qv34uGz4_110000_120000,PL-qv34uGz4_110000_120000_vacuum-cleaner_1,0,The sounding object.,0.4357742423779226
2GSMIkobu5A_50000_60000,2GSMIkobu5A_50000_60000_harp_5,0,The sounding entity to the left of the marimba.,0.4358289863942127
PL-qv34uGz4_110000_120000,PL-qv34uGz4_110000_120000_vacuum-cleaner_4,0,The source of the sound.,0.436030202943172
DQ1ipAzV9Gk_380000_390000,DQ1ipAzV9Gk_380000_390000_boy_6,0,The boy conversing with the woman.,0.4360584783966862
DQ1ipAzV9Gk_380000_390000,DQ1ipAzV9Gk_380000_390000_boy_3,0,The boy speaks to the woman.,0.4365470875847205
PL-qv34uGz4_110000_120000,PL-qv34uGz4_110000_120000_vacuum-cleaner_2,0,The object that keeps making sound at all times.,0.4380481615061636
OFgcrlxku9g_160000_170000,OFgcrlxku9g_160000_170000_cello_2,2,The object making a sound by being played by the woman.,0.4384426592925502
3v7QC6Bl_7E_2000_12000,3v7QC6Bl_7E_2000_12000_marimba_2,0,The object making a sound by being played by the man.,0.4384614937199206
aRSfqLxMISU_499000_509000,aRSfqLxMISU_499000_509000_cello_4,1,The object being played by the man on the right.,0.4391083806105503
GG-PF_JxeW4_1640000_1650000,GG-PF_JxeW4_1640000_1650000_piano_4,1,The sounding entity positioned to the right of the woman.,0.4398626849507363
sV1o5VmL-9g_824000_834000,sV1o5VmL-9g_824000_834000_man_1,0,The first object to make a sound.,0.4400632007041739
PL-qv34uGz4_110000_120000,PL-qv34uGz4_110000_120000_vacuum-cleaner_6,0,The entity emitting the most intense sound.,0.4403870804050953
Pe1LuVFTczE_106000_116000,Pe1LuVFTczE_106000_116000_guitar_2,0,The object making a sound by being played by the man.,0.4404314296074588
2wmxck5D9Vw_102000_112000,2wmxck5D9Vw_102000_112000_cello_3,1,The object making a sound by being played by the person on the right.,0.4417457097970393
2wmxck5D9Vw_102000_112000,2wmxck5D9Vw_102000_112000_cello_2,1,The object making a sound by being played by the man.,0.4420094447471659
cmNI6jiMKik_46000_56000,cmNI6jiMKik_46000_56000_piano_1,2,The object making a sound by bing played by the woman.,0.4422994856955619
dVa49WwXzr8_1023000_1033000,dVa49WwXzr8_1023000_1033000_harp_4,0,The object being played by the seated player_creating sound.,0.4426184284312502
LOFX2UVozf8_80000_90000,LOFX2UVozf8_80000_90000_couch_2,0,The couch seated by the man.,0.4433277804257291
dVa49WwXzr8_1023000_1033000,dVa49WwXzr8_1023000_1033000_harp_5,0,The sounding item close to the seated individual.,0.4435255938573187
fTobKZBbMos_2000_12000,fTobKZBbMos_2000_12000_ukulele_6,1,The item held by the boy.,0.4435498163193211
dVa49WwXzr8_1023000_1033000,dVa49WwXzr8_1023000_1033000_harp_6,0,The instrument being played by the woman_emitting sound.,0.4443550472573633
fTobKZBbMos_2000_12000,fTobKZBbMos_2000_12000_ukulele_1,1,The object making a sound by being played by the boy.,0.4448972935979586
3v7QC6Bl_7E_2000_12000,3v7QC6Bl_7E_2000_12000_marimba_4,0,The source of the audio.,0.4465033234737586
fTobKZBbMos_2000_12000,fTobKZBbMos_2000_12000_ukulele_3,1,The object held by the boy.,0.4474462112233621
aRSfqLxMISU_499000_509000,aRSfqLxMISU_499000_509000_cello_5,1,The object being played by the seated player.,0.4475150125440025
4ZPJ867OBo4_75000_85000,4ZPJ867OBo4_75000_85000_piano_4,2,The entity manipulated by the woman seated on the left.,0.4481887819967959
fTobKZBbMos_2000_12000,fTobKZBbMos_2000_12000_boy_6,0,The item seated on the chair.,0.4525409058545707
dVa49WwXzr8_1023000_1033000,dVa49WwXzr8_1023000_1033000_harp_2,0,The sounding object near the sitting person.,0.4546328863958471
LdB5pW9c_N4_477000_487000,LdB5pW9c_N4_477000_487000_tabla_2,1,The object making a sound by being played by the person on the left.,0.4553653594945113
oP550FUJxUA_97000_107000,oP550FUJxUA_97000_107000_sitar_2,0,The sounding object on the right of the sounding tabla.,0.4563281926236161
8CNsNi5mmSE_58000_68000,8CNsNi5mmSE_58000_68000_guzheng_6,1,The sounding entity to the right of the pipa.,0.4581365697331188
mqB05HNR03g_630000_640000,mqB05HNR03g_630000_640000_table_3,0,The object that the arms are on.,0.458344565925065
LdB5pW9c_N4_477000_487000,LdB5pW9c_N4_477000_487000_tabla_5,1,The object being played by the individual on the left.,0.4584708710643196
ehlPuuiNEd8_376000_386000,ehlPuuiNEd8_376000_386000_guzheng_3,2,The sounding object near the pipa.,0.4594914527017533
PL-qv34uGz4_110000_120000,PL-qv34uGz4_110000_120000_vacuum-cleaner_3,0,The object making the loudest sound.,0.4602295662606798
TCcD-vOUtNc_99000_109000,TCcD-vOUtNc_99000_109000_harp_3,0,the brown harp.,0.4618427597849804
9RjnpAQXLk8_60000_70000,9RjnpAQXLk8_60000_70000_harp_5,0,The gradual decrease in volume of the object.,0.4631325841089659
f0jKjIOFzAY_225000_235000,f0jKjIOFzAY_225000_235000_cello_6,1,The instrument being played by the woman_emitting sound.,0.4639345366178261
8CNsNi5mmSE_58000_68000,8CNsNi5mmSE_58000_68000_guzheng_3,1,The sounding object on the right of the pipa.,0.4659608874946268
Bq_d0kJRs4k_136000_146000,Bq_d0kJRs4k_136000_146000_hair-dryer_6,1,The object with the lengthiest duration of sound.,0.4661403773618752
8CNsNi5mmSE_58000_68000,8CNsNi5mmSE_58000_68000_guzheng_4,1,The object being played by the individual on the right.,0.4662992435376563
8CNsNi5mmSE_58000_68000,8CNsNi5mmSE_58000_68000_guzheng_5,1,The object being played by the girl on the right.,0.4663757126567517
JrpAtKkqQ_A_12000_22000,JrpAtKkqQ_A_12000_22000_piano_2,0,The object making a sound by being played by the man on the right.,0.4666473315089933
2GSMIkobu5A_50000_60000,2GSMIkobu5A_50000_60000_harp_6,0,The sounding entity to the left of the piano.,0.4674358598085056
zPMUL7f4OOU_420000_430000,zPMUL7f4OOU_420000_430000_man_1,6,The object making a sound by playing the cello.,0.4675930730254835
LOFX2UVozf8_80000_90000,LOFX2UVozf8_80000_90000_couch_4,0,The sofa occupied by a man.,0.469223670712269
r4NdM595K5c_40000_50000,r4NdM595K5c_40000_50000_guitar_1,0,The sounding object on the right of the flute.,0.4724216748232012
8CNsNi5mmSE_58000_68000,8CNsNi5mmSE_58000_68000_guzheng_2,1,The object making a sound by being played by the girl on the right.,0.4725226218961971
9RjnpAQXLk8_60000_70000,9RjnpAQXLk8_60000_70000_harp_6,0,The sounding object to the left of the marimba.,0.4759190054879971
JrpAtKkqQ_A_12000_22000,JrpAtKkqQ_A_12000_22000_piano_5,0,The object being played by the man on the right.,0.47622701836451
bOk44oZePqw_290000_300000,bOk44oZePqw_290000_300000_hair-dryer_3,1,The object that keeps making sound at all times.,0.4768896641120443
S_NJKy7Aoto_266000_276000,S_NJKy7Aoto_266000_276000_sitar_4,0,The sounding object to the right of the tabla.,0.4773953263163599
2GSMIkobu5A_50000_60000,2GSMIkobu5A_50000_60000_harp_4,0,The entity producing sound through the woman's manipulation.,0.4794749728337039
2Rs4M5zBQrc_10000_20000,2Rs4M5zBQrc_10000_20000_boy_4,0,The entity emitting the most robust sound.,0.4802986216652504
D7ooQu528mk_30000_40000,D7ooQu528mk_30000_40000_keyboard_4,0,The object emitting sound through tapping by individuals.,0.4810239618336983
bOk44oZePqw_290000_300000,bOk44oZePqw_290000_300000_hair-dryer_2,1,The object making a sound by held by the man.,0.481342237774613
bOk44oZePqw_290000_300000,bOk44oZePqw_290000_300000_hair-dryer_5,1,The item creating sound while held by the man.,0.4823219079743081
56_Unf49ZyM_50000_60000,56_Unf49ZyM_50000_60000_guzheng_2,1,The sounding object on the right of the pipa.,0.4832519501439378
4ZPJ867OBo4_75000_85000,4ZPJ867OBo4_75000_85000_piano_1,2,The object making a sound by being played by a woman sitting on the left.,0.4837006451601602
8CNsNi5mmSE_58000_68000,8CNsNi5mmSE_58000_68000_guzheng_1,1,the object making a sound by being played by the person on the right.,0.4837819474821604
p2u4OJKqMxE_130000_140000,p2u4OJKqMxE_130000_140000_saxophone_6,2,Controlled by the person farthest to the left_the instrument echoed.,0.4842172339558126
LOFX2UVozf8_80000_90000,LOFX2UVozf8_80000_90000_couch_5,0,The sofa seated by the man.,0.4847956040460528
aZenX0O9A7A_91000_101000,aZenX0O9A7A_91000_101000_bass_5,0,The object producing the fastest rhythm.,0.484961579572139
2QAev97bk0c_75000_85000,2QAev97bk0c_75000_85000_woman_1,0,The object making a sound by playing the pipa.,0.4856625530331485
tMorLZku6Pc_194000_204000,tMorLZku6Pc_194000_204000_sitar_3,0,The sounding object on the right of the tablas.,0.4857671283076062
Bq_d0kJRs4k_136000_146000,Bq_d0kJRs4k_136000_146000_hair-dryer_3,1,The object making the longest sound duration.,0.4858400086117665
wrdAEmNvEj4_831000_841000,wrdAEmNvEj4_831000_841000_car_2,2,The black car.,0.4864755031080822
948s7w-mFs8_457000_467000,948s7w-mFs8_457000_467000_razor_4,0,The initial sound-producing entity.,0.4876185941292502
D7ooQu528mk_30000_40000,D7ooQu528mk_30000_40000_keyboard_1,0,The object making a sound by being tapped by the people.,0.4896160384536273
LdB5pW9c_N4_477000_487000,LdB5pW9c_N4_477000_487000_tabla_4,1,The sounding entity distant from the sitar.,0.4905010839031498
QNiHU290owU_55000_65000,QNiHU290owU_55000_65000_marimba_2,1,The first object to make a sound.,0.4938132463640097
QHcG-FDM75Q_113000_123000,QHcG-FDM75Q_113000_123000_cello_6,1,The entity held by the man on the right.,0.4960995494136178
9RjnpAQXLk8_60000_70000,9RjnpAQXLk8_60000_70000_harp_4,0,The object being played by the man on the left.,0.4970046361547842
QNiHU290owU_55000_65000,QNiHU290owU_55000_65000_marimba_1,1,The sounding object.,0.4975770441776229
JStvWj9GKhQ_14000_24000,JStvWj9GKhQ_14000_24000_cello_2,0,The object making a sound by being played by the man.,0.4980382366418148
56_Unf49ZyM_50000_60000,56_Unf49ZyM_50000_60000_guzheng_3,1,The sounding object near the woman on the right.,0.4984088130227723
Bq_d0kJRs4k_136000_146000,Bq_d0kJRs4k_136000_146000_hair-dryer_2,1,The last object to make a sound.,0.4988136490590245
EuU2PWB1t2g_20000_30000,EuU2PWB1t2g_20000_30000_piano_3,0,The object making the intermittent sound.,1.2280486307257768e-05
LIUU1ZmIljc_480000_490000,LIUU1ZmIljc_480000_490000_marimba_1,3,The object making the loudest sound.,1.232134056185313e-05
9scT0XNxmVw_330000_340000,9scT0XNxmVw_330000_340000_couch_3,1,The object under the sounding woman.,1.5257857796765334e-05
-3ABOVeVmpU_136000_146000,-3ABOVeVmpU_136000_146000_piano_4,1,The perpetual noise-emitting entity.,1.7590149516270888e-05
BRAQLY85x5U_75000_85000,BRAQLY85x5U_75000_85000_chair_5,9,The chair being seated by the woman playing the harp.,2.42600679281902e-05
p2u4OJKqMxE_130000_140000,p2u4OJKqMxE_130000_140000_cello_5,1,The man with long hair played the instrument.,2.4685262898049865e-05
4HXvK9zcoyk_70000_80000,4HXvK9zcoyk_70000_80000_bass_4,1,The entity emitting the lowest sound.,2.9824038174768865e-05
79T0FclnIDw_0_10000,79T0FclnIDw_0_10000_boy_5,0,The entity emitting sound through interaction with the woman.,3.050640634533252e-05
vOj00VJiBuk_10000_20000,vOj00VJiBuk_10000_20000_chair_6,5,Seated by the girl on the right_the chair sounded.,3.423875827436658e-05
vOj00VJiBuk_10000_20000,vOj00VJiBuk_10000_20000_chair_2,5,The chair sat by a woman.,4.636845227192587e-05
-3ABOVeVmpU_136000_146000,-3ABOVeVmpU_136000_146000_piano_2,1,The sounding object on the right of the woman.,4.715868898844612e-05
sHyhvtLTCbo_10000_20000,sHyhvtLTCbo_10000_20000_chair_6,1,The man played the piano while seated on the chair.,5.2984811020840695e-05
4YLjVRZHoZI_1750000_1760000,4YLjVRZHoZI_1750000_1760000_violin_5,9,The entity's rhythm decelerates gradually.,6.086427267194157e-05
pNV8MKNqOkI_20000_30000,pNV8MKNqOkI_20000_30000_guitar_4,2,A man in a gray shirt played the guitar.,6.127450980392157e-05
EXjmfFyOAqA_30000_40000,EXjmfFyOAqA_30000_40000_flute_2,2,The object that making a sound before the ukulele.,6.377551020408162e-05
LIUU1ZmIljc_480000_490000,LIUU1ZmIljc_480000_490000_marimba_2,3,The object making louder sound than the piano.,6.41025641025641e-06
FMx1BqhCDIk_90000_100000,FMx1BqhCDIk_90000_100000_couch_1,2,The couch sit by a man.,6.4541112688782745e-06
LIUU1ZmIljc_270000_280000,LIUU1ZmIljc_270000_280000_marimba_3,5,The object making a sound by being played by a standing woman.,6.666666666666667e-05
p5uRwtw7S3E_243000_253000,p5uRwtw7S3E_243000_253000_cello_4,2,The woman played the instrument.,7.876082961407194e-05
2VqnoV67t0g_290000_300000,2VqnoV67t0g_290000_300000_marimba_2,4,The object making a sound by being beaten by a woman.,8.570816370259267e-05
